,id,raw_model_label,shap_model_label,label_prob,xai_top_text,xai_total_value,xai_top_value
43,17136,2,2,0.9998356,"업체,메이저,토토,사이트,먹튀","-0.05256599932909012,-0.008395000360906124,-0.5953180193901062,-0.062219999730587006,-0.128371000289917,-0.002781999995931983,-0.02233400009572506,-0.06468500196933746,-0.8768789768218994,-0.2509689927101135,0.28914400935173035,0.5521649718284607,0.6065430045127869,0.7615799903869629,1.5698130130767822","0.289000004529953,0.5519999861717224,0.6069999933242798,0.7620000243186951,1.5700000524520874"
44,17137,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
45,17138,2,2,0.9979532,"사이트,보증,메이저,토토,먹튀","-0.03249799832701683,-0.007350999861955643,-0.017235999926924706,-0.4459640085697174,-0.008309000171720982,-0.42287498712539673,-0.005644999910145998,-0.016781000420451164,-0.0283610001206398,0.003123000031337142,0.29744699597358704,0.3122060000896454,0.5975049734115601,0.6156160235404968,1.3853509426116943","0.296999990940094,0.31200000643730164,0.5979999899864197,0.6159999966621399,1.3849999904632568"
46,17139,2,2,0.9999496,"주소,보증,토토,메이저,먹튀","-0.07970800250768661,-0.008981999941170216,-0.000623999978415668,-0.01319199986755848,-0.07632400095462799,-0.39599698781967163,-7.400000322377309e-05,-0.01206200011074543,-0.03617300093173981,-0.22675800323486328,0.3261370062828064,0.3530310094356537,0.4464850127696991,0.6427249908447266,1.2204270362854004","0.32600000500679016,0.3529999852180481,0.44600000977516174,0.6430000066757202,1.2200000286102295"
47,17140,2,2,0.9996147,"도메인,놀이터,고액,토토,메이저","-0.33099499344825745,-0.01942799985408783,0.0,-0.3649689853191376,-0.028496000915765762,0.010007999837398529,-0.005578000098466873,0.0,-0.010804000310599804,-0.017945999279618263,0.48225900530815125,0.5593839883804321,0.6416879892349243,0.8915619850158691,0.9600170254707336","0.4819999933242798,0.5590000152587891,0.6420000195503235,0.8920000195503235,0.9599999785423279"
48,17141,2,2,0.9981869,"주소,코드,놀이터,고액,메이저","-0.06694900244474411,-1.2198679447174072,-0.007298000156879425,0.0,-0.022255999967455864,-0.5106840133666992,0.006293000187724829,-0.005421000067144632,0.0,0.0021929999347776175,0.5584070086479187,0.607250988483429,0.7361209988594055,0.7847110033035278,0.9577630162239075","0.5580000281333923,0.6069999933242798,0.7360000014305115,0.7850000262260437,0.9580000042915344"
49,17142,2,2,0.99748164,"보증,놀이터,고액,토토,메이저","-0.009928000159561634,-0.040688998997211456,0.0,-0.476965993642807,-0.007155000232160091,-0.0021349999587982893,-0.05372999981045723,0.0,-0.025648999959230423,-0.01724099926650524,0.5717840194702148,0.5771080255508423,0.6536800265312195,0.707925021648407,0.7225120067596436","0.5720000267028809,0.5770000219345093,0.6539999842643738,0.7080000042915344,0.7229999899864197"
50,17143,2,2,0.9999751,"보증,메이저,사이트,토토,먹튀","-0.011262999847531319,-0.016651000827550888,-0.009211000055074692,-0.3166249990463257,-0.08230599761009216,-0.00022600000374950469,-0.03589000180363655,-1.0675890445709229,-0.042670998722314835,-0.09257899969816208,0.40646299719810486,0.5336089730262756,0.5567640066146851,0.7158640027046204,1.1416020393371582","0.4059999883174896,0.5339999794960022,0.5569999814033508,0.7160000205039978,1.1419999599456787"
51,17144,2,2,0.9998429,"토토,고액,메이저,사이트,놀이터","0.006339999847114086,0.0,-0.007836000062525272,-0.027535999193787575,-0.0029360000044107437,-0.01004400011152029,0.0,-0.039174001663923264,-0.9450060129165649,-0.013051999732851982,0.5041519999504089,0.5094829797744751,0.6659449934959412,0.7190709710121155,0.7951099872589111","0.5040000081062317,0.5090000033378601,0.6660000085830688,0.718999981880188,0.7950000166893005"
52,17145,2,2,0.9999125,"고액,토토,사이트,메이저,놀이터","0.0,0.016304999589920044,-0.023892000317573547,-0.005260000005364418,-0.0030559999868273735,0.0,-0.006771000102162361,-0.9190379977226257,-0.015367000363767147,-0.013100000098347664,0.44360798597335815,0.5446950197219849,0.6525570154190063,0.7254499793052673,0.8451470136642456","0.4440000057220459,0.5450000166893005,0.652999997138977,0.7250000238418579,0.8450000286102295"
53,17146,1,1,0.9999597,"아이디,금액,계좌,회원,로그인","-0.27948498725891113,-0.09795200079679489,-2.300000051036477e-05,-0.519074022769928,-0.04667000100016594,0.4879379868507385,0.49995899200439453,0.9096069931983948,0.9161069989204407,1.3074979782104492,-0.013388999737799168,-0.007993999868631363,-0.008697999641299248,-0.1243320032954216,-0.07569500058889389","0.4880000054836273,0.5,0.9100000262260437,0.9160000085830688,1.3070000410079956"
54,17147,0,0,0.9147566,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.16816399991512299,0.2547670006752014,0.4896549880504608,1.1323089599609375,-0.35388898849487305,-0.15607599914073944,-0.6827589869499207,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1679999977350235,0.2549999952316284,0.49000000953674316,1.1319999694824219"
55,17148,0,0,0.9147566,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.16816399991512299,0.2547670006752014,0.4896549880504608,1.1323089599609375,-0.35388898849487305,-0.15607599914073944,-0.6827589869499207,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1679999977350235,0.2549999952316284,0.49000000953674316,1.1319999694824219"
56,17149,0,0,0.9147566,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.16816399991512299,0.2547670006752014,0.4896549880504608,1.1323089599609375,-0.35388898849487305,-0.15607599914073944,-0.6827589869499207,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1679999977350235,0.2549999952316284,0.49000000953674316,1.1319999694824219"
57,17150,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
58,17151,0,0,0.9147566,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.16816399991512299,0.2547670006752014,0.4896549880504608,1.1323089599609375,-0.35388898849487305,-0.15607599914073944,-0.6827589869499207,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1679999977350235,0.2549999952316284,0.49000000953674316,1.1319999694824219"
59,17152,0,0,0.9967288,"가입,회원,코드,한국어,카지노","0.17796899378299713,0.2546679973602295,0.4941830039024353,1.0455169677734375,1.1345950365066528,-0.15639600157737732,-0.6934040188789368,-0.06897199898958206,-0.09821400046348572,-0.007528999820351601,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.011417999863624573,-0.06869500130414963","0.17800000309944153,0.2549999952316284,0.49399998784065247,1.0460000038146973,1.1349999904632568"
60,17153,0,0,0.9147566,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.16816399991512299,0.2547670006752014,0.4896549880504608,1.1323089599609375,-0.35388898849487305,-0.15607599914073944,-0.6827589869499207,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1679999977350235,0.2549999952316284,0.49000000953674316,1.1319999694824219"
61,17154,0,0,0.9147566,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.16816399991512299,0.2547670006752014,0.4896549880504608,1.1323089599609375,-0.35388898849487305,-0.15607599914073944,-0.6827589869499207,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1679999977350235,0.2549999952316284,0.49000000953674316,1.1319999694824219"
62,17155,0,0,0.99663395,"가입,회원,코드,한국어,카지노","0.17796899378299713,0.2546679973602295,0.4941830039024353,1.0455169677734375,1.1345950365066528,-0.15639600157737732,-0.6934040188789368,-0.06897199898958206,-0.07186300307512283,-0.007528999820351601,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.011417999863624573,-0.06869500130414963","0.17800000309944153,0.2549999952316284,0.49399998784065247,1.0460000038146973,1.1349999904632568"
